# 生成工具 https://github.com/whitewatercn/rimetool
# 生成时间 2025-02-18_11-10-13
---
'a'wei 阿魏
'xin'zhu'han 心主汗
'xin'zhu'xue'mai 心主血脉
'xing'bi 行痹
'xing'cai 莕菜
'xing'jun'san 行军散
'xing'neng 性能
'xing'pi 醒脾
'xing'qi 行气
'xing'qi'hua'shui 行气化水
'xing'ren 杏仁
'xing'su'san 杏苏散
'xing'wei 性味
'xing'xue 行血
'xing'yang 兴阳
'xing'yu 行瘀
'xing'zhi 行滞
'xiong'bi 胸痹
'xiong'bi'xin'tong'bing 胸痹心痛病
'xiong'bu'nei'shang 胸部内伤
'xiong'bu'nei'shang'bing 胸部内伤病
'xiong'dan 熊胆
'xiong'fa 胸发
'xiong'gu 胸骨
'xiong'gu'lei'duan 胸骨肋断
'xiong'gu'shang 胸骨伤
'xiong'han 胸汗
'xiong'huang 雄黄
'xiong'kuo'chu'kou'zong'he'zheng 胸廓出口综合征
'xiong'luo'bu'he'zheng 胸络不和证
'xiong'man 胸满
'xiong'men 胸闷
'xiong'pi 胸痞
'xiong'ping'yang'xi 胸凭仰息
'xiong'pu'gu 胸脯骨
'xiong'suo'guan'jie'tuo'wei 胸锁关节脱位
'xiong'suo'jie 胸锁骱
'xiong'tang 胸堂
'xiong'tang 胸膛
'xiong'tong 胸痛
'xiong'wai'xin'zang'an'mo'zhu 胸外心脏按摩术
'xiong'wei 胸围
'xiong'xiang 胸乡
'xiong'xie 胸胁
'xiong'xie'ku'man 胸胁苦满
'xiong'xie'man 胸胁满
'xiong'xie'tong 胸胁痛
'xiong'xue'zhi'ya'fa 胸穴指压法
'xiong'yang 胸阳
'xiong'yang'bu'tong 胸阳不通
'xiong'ying 胸膺
'xiong'yu'shi'er'xue 胸俞十二穴
'xiong'zhong 胸中
'xiong'zhong'fan're 胸中烦热
'xiong'zhong'pi'bian 胸中痞鞕
'xiong'zhong'pi'ying 胸中痞硬
'xiong'zhong're 胸中热
'xiong'zhong'zhi'fu 胸中之府
'xiong'zhui'gu'zhe 胸椎骨折
'xiong'zhui'xiao'guan'jie'cuo'feng 胸椎小关节错缝
'xiu'hua'zhen 绣花针
'xiu'kou'gan 袖口疳
'xiu'ming 羞明
'xiu'ming'pa're'zheng 羞明怕热症
'xiu'ming'wei'ri 羞明畏日
'xiu'qiu'cao 绣球草
'xiu'qiu'fang'feng 绣球防风
'xiu'qiu'feng 绣球风
'xiu'qiu'wan 绣球丸
'xiu'qiu'ye 绣球叶
'xiu'zhen'ben'cao'juan 袖珍本草隽
'xiu'zhen'fang 袖珍方
'xiu'zhen'fang'da'quan 袖珍方大全
'xu'an'ren 徐安仁
'xu'biao 徐彪
'xu'bin 徐彬
'xu'bu'yang'gan 虚不养肝
'xu'chang'qing 徐长卿
'xu'cheng'bo 徐成伯
'xu'cheng'guan 徐澄观
'xu'chun'fu 徐春甫
'xu'chun'qing 徐纯卿
'xu'cun'cheng 徐存诚
'xu'da'chun 徐大椿
'xu'da'ye 徐大业
'xu'dan'an 徐淡安
'xu'dao'cong 徐道聪
'xu'dao'du 徐道度
'xu'di 徐迪
'xu'du'zhen 徐杜真
'xu'duan 续断
'xu'en'gong 徐恩恭
'xu'er'ji'ze'shi 徐而疾则实
'xu'fa 徐发
'xu'fan'bu'mian 虚烦不眠
'xu'fang'zhou 徐芳洲
'xu'feng'nei'dong'zheng 虚风内动证
'xu'feng'shi 徐凤石
'xu'fu 徐复
'xu'han 虚寒
'xu'han'zheng 虚寒证
'xu'huo'shang'fu'zheng 虚火上浮证
'xu'huo'shang'yan'zheng 虚火上炎证
'xu'huo'shuo'hou'zheng 虚火烁喉证
'xu'huo'zhuo'luo'zheng 虚火灼络证
'xu'ji'bu'xie 徐疾补泻
'xu'ji'bu'xie'fa 徐疾补泻法
'xu'jian 徐践
'xu'jin 徐锦
'xu'ke'ping 徐克平
'xu'ke'yu 徐可豫
'xu'lao'bing 虚劳病
'xu'ling'tai 徐灵胎
'xu'ling'tai'yi'lue'liu'shu 徐灵胎医略六书
'xu'ling'tai'yi'xue'quan'shu 徐灵胎医学全书
'xu'lu 顼颅
'xu'lu'shi 徐陆氏
'xu'meng'fu 徐梦符
'xu'meng'lu 徐孟鲁
'xu'meng'lun 徐孟伦
'xu'meng'xun 徐孟恂
'xu'min'qi 徐敏齐
'xu'pi'ye'tian'shi'wan'nian'fang'an'zhen'ben 徐批叶天士晚年方案真本
'xu'qian 徐谦
'xu'qiu'fu 徐秋夫
'xu're 虚热
'xu're'zheng 虚热证
'xu'rong 徐镕
'xu'ru'yuan 徐汝元
'xu'ruo'xu 徐若虚
'xu'shen'weng 徐神翁
'xu'sheng'tai 徐昇泰
'xu'shi 虚实
'xu'shi'jia'za'zheng 虚实夹杂证
'xu'shi'jian'zheng 虚实兼证
'xu'shi'lu 徐师鲁
'xu'shi'mao 徐士茂
'xu'shi'ming 徐士明
'xu'shi'ping 徐世平
'xu'shi'zeng 徐师曾
'xu'shou'zhen 徐守贞
'xu'shu 徐枢
'xu'shu 徐述
'xu'shu'shao 徐叔绍
'xu'shu'xiang 徐叔响
'xu'si'bo 徐嗣伯
'xu'sui'zi 续随子
'xu'wen'bo 徐文伯
'xu'wen'wei 徐文蔚
'xu'wen'zhong 徐文中
'xu'xi 徐熙
'xu'xie'zei'feng 虚邪贼风
'xu'xing 徐行
'xu'xiong 徐雄
'xu'xuan 徐选
'xu'xuan 虚眩
'xu'xue'bing 蓄血病
'xu'yan'chun 徐彦纯
'xu'yan'shang 徐延赏
'xu'yang'shang'fu'zheng 虚阳上浮证
'xu'yong'cheng 徐用诚
'xu'yong'he 徐用和
'xu'yong'xuan 徐用宣
'xu'yue 徐悦
'xu'ze'bu'zhi 虚则补之
'xu'zheng 虚证
'xu'zhi 徐陟
'xu'zhi'cai 徐之才
'xu'zhi'fan 徐之范
'xu'zhong'guang 徐仲光
'xu'zhong'ke 徐忠可
'xu'zi'mo 徐子默
'xuan'bi'tang 宣痹汤
'xuan'bing 癣病
'xuan'cao'gen 萱草根
'xuan'diao 眩掉
'xuan'er'chuang'bing 旋耳疮病
'xuan'fei 宣肺
'xuan'fu 玄府
'xuan'fu'dai'zhe'tang 旋覆代赭汤
'xuan'fu'hua 旋复花
'xuan'fu'hua 旋覆花
'xuan'gan'mai'jing 玄感脉经
'xuan'hu'dang'gui'san 玄胡当归散
'xuan'hu'lu'he'tang 玄胡六合汤
'xuan'hu'suo 玄胡索
'xuan'ji 宣剂
'xuan'jing'shi 玄精石
'xuan'ju 玄驹
'xuan'lu'su'wen 选录素问
'xuan'mao 眩冒
'xuan'men 玄门
'xuan'miao'san 玄妙散
'xuan'ming 玄冥
'xuan'ming'fen 玄明粉
'xuan'mu'gua 宣木瓜
'xuan'pi 痃癖
'xuan'pin 玄牝
'xuan'pu 眩仆
'xuan'qi 痃气
'xuan'shen 玄参
'xuan'shen'gan'ju'ke'li 玄参甘桔颗粒
'xuan'shen'jie'du'tang 玄参解毒汤
'xuan'shen'san 玄参散
'xuan'shen'sheng'ma'tang 玄参升麻汤
'xuan'shen'yin 玄参饮
'xuan'shuang'xue'li'gao 玄霜雪梨膏
'xuan'shui 玄水
'xuan'tian 玄天
'xuan'tong'shui'dao 宣通水道
'xuan'tu'dan 玄菟丹
'xuan'wu'ban 玄武版
'xuan'wu'tang 玄武汤
'xuan'yan'xian'sheng 玄晏先生
'xuan'yin 悬饮
'xuan'yin'bing 悬饮病
'xuan'ying'shi 玄英石
'xuan'yun 眩晕
'xuan'yun 眩运
'xuan'yun'bing 眩晕病
'xuan'zhou'dao'ren 玄洲道人
'xuan'zhu'zhi'bing 悬珠痔病
'xue'bai'rou'fu'zheng 血败肉腐证
'xue'beng 血崩
'xue'bi 血痹
'xue'bu'ru'jin'zheng 血不濡筋证
'xue'bu'yang'xin'zheng 血不养心证
'xue'dan 血疸
'xue'dan 雪胆
'xue'dao 穴道
'xue'fen 血分
'xue'fen'zheng 血分证
'xue'fu'zhu'yu'tang 血府逐瘀汤
'xue'gu'bing 血臌病
'xue'guan'tong'shen'bing 血灌瞳神病
'xue'hai 血海
'xue'han 血寒
'xue'han'ning'zhi'zheng 血寒凝滞证
'xue'han'zheng 血寒证
'xue'hang'yu'zhi'zheng 血行郁滞证
'xue'hui 穴会
'xue'jie 血竭
'xue'jie'xiong'zheng 血结胸证
'xue'jing'bing 血精病
'xue'jue 血厥
'xue'jue'bing 血厥病
'xue'kong 穴空
'xue'ku 血枯
'xue'ku'zheng 血枯证
'xue'lao 血劳
'xue'li'gan 雪梨干
'xue'lian'hua 雪莲花
'xue'lin'bing 血淋病
'xue'liu'bing 血瘤病
'xue'lun'shi're'zheng 血轮实热证
'xue'lun'xu're'zheng 血轮虚热证
'xue'mai'yu'zu'zheng 血脉瘀阻证
'xue'niao 血尿
'xue're 血热
'xue're'chang'zao'zheng 血热肠燥证
'xue're'dong'feng'zheng 血热动风证
'xue're'nei'rao'zheng 血热内扰证
'xue're'nei'sheng'zheng 血热内盛证
'xue're'nei'xian'zheng 血热内陷证
'xue're'shang'luo'zheng 血热伤络证
'xue're'wang'xing 血热妄行
'xue're'wang'xing'zheng 血热妄行证
'xue're'yong'zhi'zheng 血热壅滞证
'xue're'yu'jie'zheng 血热瘀结证
'xue're'yu'zhi'zheng 血热瘀滞证
'xue're'zai'shang 血热在上
'xue're'zheng 血热证
'xue'se 血涩
'xue'shang'yi'zhi'hao 雪上一枝蒿
'xue'shu'dou'shu 穴腧都数
'xue'tuo 血脱
'xue'tuo'zheng 血脱证
'xue'wei 穴位
'xue'wei'ci'ji'jie'za'liao'fa 穴位刺激结扎疗法
'xue'wei'ci'liao'fa 穴位磁疗法
'xue'wei'feng'bi'liao'fa 穴位封闭疗法
'xue'wei'jie'za'liao'fa 穴位结扎疗法
'xue'wei'tie'fu'liao'fa 穴位贴敷疗法
'xue'wei'ya'tong'zhen'duan'fa 穴位压痛诊断法
'xue'wei'zhu'she'liao'fa 穴位注射疗法
'xue'xie 血泄
'xue'xie 血蝎
'xue'xu 血虚
'xue'xu'chang'zao'zheng 血虚肠燥证
'xue'xu'feng'dong'zheng 血虚风动证
'xue'xu'feng'rao'zheng 血虚风扰证
'xue'xu'feng'zao'zheng 血虚风燥证
'xue'xu'gan'wang'zheng 血虚肝旺证
'xue'xu'han'ning'zheng 血虚寒凝证
'xue'xu'jin'kui'zheng 血虚津亏证
'xue'xu'luo'sun'zheng 血虚络损证
'xue'xu'qi'tuo'zheng 血虚气脱证
'xue'xu'sheng'feng 血虚生风
'xue'xu'sheng'feng'zheng 血虚生风证
'xue'xu'shi'yang'zheng 血虚失养证
'xue'xu'xuan'yun 血虚眩晕
'xue'xu'xue'yu'zheng 血虚血瘀证
'xue'xu'yang'fu'zheng 血虚阳浮证
'xue'xu'yin'kui'zheng 血虚阴亏证
'xue'xu'zheng 血虚证
'xue'yi'bao'jing'bing 血翳包睛病
'xue'yi'bing 血溢病
'xue'yu 穴俞
'xue'yu 血余
'xue'yu 血瘀
'xue'yu'cheng'ji'zheng 血瘀成积证
'xue'yu'cheng'yong'zheng 血瘀成痈证
'xue'yu'feng'zao'zheng 血瘀风燥证
'xue'yu'hua'huo'zheng 血瘀化火证
'xue'yu'hua're'zheng 血瘀化热证
'xue'yu'ji'jie'zheng 血瘀积结证
'xue'yu'luo'zhi'zheng 血瘀络滞证
'xue'yu'qi'ni'zheng 血瘀气逆证
'xue'yu'qi'ni'zu'se'qing'qiao'zheng 血瘀气逆阻塞清窍证
'xue'yu'qi'zhi'zheng 血瘀气滞证
'xue'yu'rou'fu'zheng 血瘀肉腐证
'xue'yu'shi'yang'zheng 血瘀失养证
'xue'yu'tan 血余炭
'xue'yu'tan'ning'zheng 血瘀痰凝证
'xue'yu'tan'zhi'zheng 血瘀痰滞证
'xue'yu'zheng 血瘀证
'xue'yu'zu'luo'zheng 血瘀阻络证
'xue'yun 血晕
'xue'zao'sheng'feng'zheng 血燥生风证
'xue'zao'shi'yang'zheng 血燥失养证
'xue'zao'zheng 血燥证
'xue'zheng 血证
'xue'zhi 血滞
'xue'zhi'fu 血之府
'xue'zhi'zheng 血滞证
'xun'gu'feng 寻骨风
'xun'jing'zhuan 偱经传
'xun'ju 训疽
'xun'yi'mo'chuang 循衣摸床
'ya'dan'zi 鸦胆子
'ya'er'qin 鸭儿芹
'ya'er'qin'gen 鸭儿芹根
'ya'gong'qing 鸭公青
'ya'guai 鸭怪
'ya'hu'nu 亚乎奴
'ya'ji'ma 亚吉玛
'ya'jiao'ai 鸭脚艾
'ya'jiao'ban 鸭脚板
'ya'jiao'cai 鸭脚菜
'ya'jiao'cao 鸭脚草
'ya'jiao'mu 鸭脚木
'ya'jiao'mu'pi 鸭脚木皮
'ya'jiao'mu'ye 鸭脚木叶
'ya'jiao'pi 鸭脚皮
'ya'ma'zi 亚麻子
'ya'pian 鸦片
'ya'she'cao 鸭舌草
'ya'she'wei 鸭舌韦
'ya'tang 鸭溏
'ya'tong'bing 牙痛病
'ya'xiang 崖香
'ya'xuan'bing 牙宣病
'ya'yong'bing 牙痈病
'ya'zai'cai 鸭仔菜
'ya'zao 牙皂
'ya'zhi'cao 鸭跖草
'yan'bai'cai 岩白菜
'yan'bai'cai'su 岩白菜素
'yan'bu 晏晡
'yan'bu'gu'zhi 盐补骨脂
'yan'cao 烟草
'yan'che'qian'zi 盐车前子
'yan'chi 验齿
'yan'dan'bing 眼丹病
'yan'du'zhong 盐杜仲
'yan'fang 验方
'yan'fang'xin'bian 验方新编
'yan'fu'ding 盐肤丁
'yan'fu'shu'bai'pi 盐麸树白皮
'yan'fu'ye 盐麸叶
'yan'fu'zi 盐麸子
'yan'fu'zi'gen 盐麸子根
'yan'hong'wen 艳红纹
'yan'hou'bu'li 咽喉不利
'yan'hou'jun'bing 咽喉菌病
'yan'hou'yong 咽后痈
'yan'hu'suo 延胡索
'yan'huang'bai 盐黄柏
'yan'huo'dan 烟火丹
'yan'ju'he 盐橘核
'yan'jun'bing 咽菌病
'yan'ke'ai'bing 眼科癌病
'yan'ke'liu'bing 眼科瘤病
'yan'ke'qi'ta'bing'jin'shi'bing 眼科其他病近视病
'yan'ke'qi'ta'bing'lao'shi'bing 眼科其他病老视病
'yan'ke'qi'ta'bing'yuan'shi'bing 眼科其他病远视病
'yan'ke'zheng'hou 眼科证候
'yan'li'zhi'he 盐荔枝核
'yan'lu'zhong'du 盐卤中毒
'yan'men 咽门
'yan'mi'jian 盐蜜煎
'yan'mian'ding'chuang'bing 颜面疔疮病
'yan'mo 验膜
'yan'pan 盐盘
'yan'sha'yuan'zi 盐沙苑子
'yan'shan'hua 艳山花
'yan'she 盐蛇
'yan'shi 厌食
'yan'shi 晏食
'yan'shi'bing 厌食病
'yan'sui 芫荽
'yan'tai 验胎
'yan'tang'tan'tu'fang 盐汤探吐方
'yan'tu'si'zi 盐菟丝子
'yan'tuo 岩陀
'yan'wo 燕窝
'yan'wu'zhu'yu 盐吴茱萸
'yan'xiao 盐哮
'yan'xiao'hui'xiang 盐小茴香
'yan'yi'zhi'ren 盐益智仁
'yan'zheng 盐蒸
'yan'zhi 盐制
'yan'zhi 盐炙
'yan'zhi'cai 胭脂菜
'yan'zhi'mu 盐知母
'yan'zhu'po'sun'feng'xie'cheng'xi'zheng 眼珠破损风邪乘袭证
'yan'zhu'po'sun'zheng 眼珠破损证
'yang'bi 阳闭
'yang'bi'zheng 阳闭证
'yang'bing'zhi'yin 阳病治阴
'yang'chuang 阳疮
'yang'di'huang'ye 洋地黄叶
'yang'du'wai'fa'zheng 阳毒外发证
'yang'er'ju 羊耳菊
'yang'gan 养肝
'yang'gan 羊肝
'yang'he'tang 阳和汤
'yang'hua 烊化
'yang'hua'dui'ru 烊化兑入
'yang'huang 阳黄
'yang'huang'bing 阳黄病
'yang'jiao 羊角
'yang'jie 阳结
'yang'jin'hua 洋金花
'yang'jin'ye 养津液
'yang'jue 阳厥
'yang'jue 阳绝
'yang'mai'zhi'hai 阳脉之海
'yang'ming'bing 阳明病
'yang'ming'fa'huang'zheng 阳明发黄证
'yang'ming'fu'shi'xiao'chang're'sheng'zheng 阳明腑实小肠热盛证
'yang'ming'fu'shi'zheng 阳明腑实证
'yang'ming'jin'shang'chang'zao'zheng 阳明津伤肠燥证
'yang'ming'jing'zheng'yang'ming'fu'shi'zheng 阳明经证阳明腑实证
'yang'ming're'jie'qi'ye'liang'xu'zheng 阳明热结气液两虚证
'yang'ming're'jie'yin'ye'kui'sun'zheng 阳明热结阴液亏损证
'yang'ming're'jie'zheng 阳明热结证
'yang'ming're'sheng'zheng 阳明热盛证
'yang'ming're'zheng 阳明热证
'yang'ming'shi're'jian'biao'zheng 阳明湿热兼表证
'yang'ming'shi're'li'shi'zheng 阳明湿热里实证
'yang'ming'shi're'zheng 阳明湿热证
'yang'ming'shi'zheng 阳明实证
'yang'ming'shui're'hu'jie'zheng 阳明水热互结证
'yang'ming'xue're'zheng 阳明血热证
'yang'ming'yu'xue'zheng 阳明瘀血证
'yang'ming'zao'hua'zheng 阳明燥化证
'yang'ming'zao'jie'zheng 阳明燥结证
'yang'ming'zheng 阳明证
'yang'qi'bao'tuo'zheng 阳气暴脱证
'yang'qi'kui'xu'zheng 阳气亏虚证
'yang'qi'shi 阳起石
'yang'qi'xu'shuai'zheng 阳气虚衰证
'yang'qi'yu'tuo'zheng 阳气欲脱证
'yang're'nei'bi'zheng 阳热内闭证
'yang'rou 羊肉
'yang'ru 羊乳
'yang'sheng 阳盛
'yang'sheng'ge'yin 阳盛格阴
'yang'shi 阳事
'yang'shu'hua 杨树花
'yang'shu'zheng 阳暑证
'yang'shui'bing 阳水病
'yang'ti 羊蹄
'yang'wei 阳痿
'yang'wei'bing 阳萎病
'yang'xian 阳痫
'yang'xin 养心
'yang'xu 阳虚
'yang'xu'han'ning'zheng 阳虚寒凝证
'yang'xu'han'sheng'zheng 阳虚寒盛证
'yang'xu'han'shi'zu'luo'zheng 阳虚寒湿阻络证
'yang'xu'han'tan'zheng 阳虚寒痰证
'yang'xu'nei'han'zheng 阳虚内寒证
'yang'xu'shi'yang'zheng 阳虚失养证
'yang'xu'shui'fan 阳虚水泛
'yang'xu'shui'fan'zheng 阳虚水泛证
'yang'xu'tan'ning'zheng 阳虚痰凝证
'yang'xu'xue'yu'zheng 阳虚血瘀证
'yang'xu'yu'tuo'zheng 阳虚欲脱证
'yang'xu'zheng 阳虚证
'yang'yi 疡医
'yang'yin 养阴
'yang'yin'qing'fei'tang 养阴清肺汤
'yang'zheng 阳证
'yang'zheng'zhi'yin 阳证治阴
'yang'zhong'qiu'yin 阳中求阴
'yao'bi 腰痹
'yao'du'bing 药毒病
'yao'huang 腰黄
'yao'lou 窈漏
'yao'qin 药芹
'yao'tong'bing 腰痛病
'ye'ai 野艾
'ye'an'cun'zhen'lei'bian 叶案存真类编
'ye'bai'tou 也白头
'ye'bao'zhi 叶抱枝
'ye'chuan'gu 叶传古
'ye'da'chun 叶大椿
'ye'da'lian 叶大廉
'ye'de'zheng 叶德徵
'ye'di'zhu 叶底珠
'ye'dong'qing 叶东卿
'ye'fa'shan 叶法善
'ye'gan'bian'jie'zheng 液干便结证
'ye'ge 噎膈
'ye'ge'bing 噎膈病
'ye'gui 叶桂
'ye'he 夜合
'ye'hou'zhu 叶后珠
'ye'jiang 野姜
'ye'jin'qiu 叶劲秋
'ye'ju 野菊
'ye'ju'hua 野菊花
'ye'lin 叶霖
'ye'ling 野菱
'ye'ma'zhui 野马追
'ye'ming'sha 夜明砂
'ye'mu'gua 野木瓜
'ye'mu'qiao 叶慕樵
'ye'qi'hui 叶其辉
'ye'qiu'yu 叶秋渔
'ye'ru'an 叶如庵
'ye'ru'nan 叶汝楠
'ye'shang'guo 叶上果
'ye'shang'guo'gen 叶上果根
'ye'shang'hua 叶上花
'ye'shang'hua'gen 叶上花根
'ye'shang'zhu 叶上珠
'ye'shang'zhu'gen 叶上珠根
'ye'sheng'gen 叶生根
'ye'shi'fu'qi'jie 叶氏伏气解
'ye'shi'lu'yan'fang 叶氏录验方
'ye'shi'nv'ke'zheng'zhi 叶氏女科证治
'ye'shi'yi'an'cun'zhen 叶氏医案存真
'ye'suan'bing 叶酸病
'ye'ti'bing 夜啼病
'ye'tian'shi 叶天士
'ye'tian'shi'jia'chuan'mi'jue 叶天士家传秘诀
'ye'tian'shi'nv'ke'yi'an 叶天士女科医案
'ye'tian'shi'nv'ke'zheng'zhi'mi'fang 叶天士女科证治秘方
'ye'tian'shi'wen're'lun 叶天士温热论
'ye'tian'shi'yi'an 叶天士医案
'ye'tuo 液脱
'ye'wan'chu 叶完初
'ye'wen'ling 叶文龄
'ye'xia'bai 叶下白
'ye'xia'hong 叶下红
'ye'xia'shuang'tao 叶下双桃
'ye'xiang'chun 叶向春
'ye'xiang'lv 叶香侣
'ye'xiang'yan 叶香岩
'ye'xuan'yi'heng 叶选医衡
'ye'yong'bing 腋痈病
'ye'yun'long 叶云龙
'ye'zhi'shen 叶志诜
'ye'zi'lin 叶子林
'ye'zi'qi 叶子奇
'ye'zi'rong 叶子容
'ye'zi'yu 叶子雨
'yi'ai 胰癌
'yi'an 医案
'yi'ban're 疫斑热
'yi'bei'mu 伊贝母
'yi'bing'tong'zhi 异病同治
'yi'dan 胰瘅
'yi'dan'tang 益胆汤
'yi'dian'hong 一点红
'yi'ding'bing 疫疔病
'yi'du 疫毒
'yi'du'gong'cuan'zheng 疫毒攻窜证
'yi'du'gong'hou'zheng 疫毒攻喉证
'yi'du'li'bing 疫毒痢病
'yi'du'nei'bi'zheng 疫毒内闭证
'yi'du'qin'xi'zheng 疫毒侵袭证
'yi'du'xun'zheng'zheng 疫毒薰蒸证
'yi'fang'jie'ji 医方解集
'yi'gong'san 异功散
'yi'guan'jian 一贯煎
'yi'hua 医话
'yi'huan'san 益欢散
'yi'huang'san 益黄散
'yi'huang'tang 易黄汤
'yi'huo'xiao'yin 益火消阴
'yi'huo'zhi'yuan 益火之源
'yi'huo'zhi'yuan'yi'xiao'yin'yi 益火之源以消阴翳
'yi'ji 一剂
'yi'jian'xi 一见喜
'yi'jian'xiao 一见消
'yi'jiang'wei'shun 以降为顺
'yi'jing 医经
'yi'jing 遗精
'yi'jing'bing 遗精病
'yi'ke 疫咳
'yi'lin 医淋
'yi'mu 益母
'yi'mu'ai 益母艾
'yi'mu'cao 益母草
'yi'mu'cao'gao 益母草膏
'yi'mu'cao'jian'wan 益母草煎丸
'yi'mu'cao'zi 益母草子
'yi'mu'gao 益母膏
'yi'mu'hao 益母蒿
'yi'mu'sheng'jin'dan 益母胜金丹
'yi'mu'wan 益母丸
'yi'niao 遗尿
'yi'niao'bing 遗尿病
'yi'pi 益脾
'yi'pi'zhen'jing'san 益脾镇惊散
'yi'po'sun'qi 已破损期
'yi'qi 一期
'yi'qi 噫气
'yi'qi 益气
'yi'qi'an'shen 益气安神
'yi'qi'an'shen'tang 益气安神汤
'yi'qi'bu'chu 噫气不出
'yi'qi'bu'fei'tang 益气补肺汤
'yi'qi'cong'ming'tang 益气聪明汤
'yi'qi'huo'xue 益气活血
'yi'qi'jie'biao 益气解表
'yi'qi'qing'jin'tang 益气清金汤
'yi'qi'she'jing 益气摄精
'yi'qi'sheng'ji 益气生肌
'yi'qi'sheng'jin 益气生津
'yi'qi'shu'feng'tang 益气疏风汤
'yi'qi'wan 益气丸
'yi'qi'yang'xue 益气养血
'yi'qi'zi'yin 益气滋阴
'yi're'shang'luo'zheng 疫热伤络证
'yi'ren 苡仁
'yi'rong'tang 益荣汤
'yi'tang 饴糖
'yi'tiao'bian 一条鞭
'yi'tong'wan 益瞳丸
'yi'wei 益胃
'yi'wei'sheng'yang'tang 益胃升阳汤
'yi'wei'tang 益胃汤
'yi'wu'geng'hou'bing 异物梗喉病
'yi'wu'ru'bi'bing 异物入鼻病
'yi'wu'ru'er'bing 异物入耳病
'yi'wu'ru'mu'bing 异物入目病
'yi'xiao'yin'yi 以消阴翳
'yi'xue'dan 益血丹
'yi'xue'run'chang'wan 益血润肠丸
'yi'yang 一阳
'yi'ye'di 一叶荻
'yi'ye'qiu 一叶萩
'yi'yi'ren 薏苡仁
'yi'yin 一阴
'yi'yin 溢饮
'yi'yin 益阴
'yi'yin'bing 溢饮病
'yi'yin'shen'qi'wan 益阴肾气丸
'yi'yin'tang 益阴汤
'yi'ying'jian 益营煎
'yi'yong 胰痈
'yi'yu 胰俞
'yi'yuan'san 益元散
'yi'yuan'tang 益元汤
'yi'zhang 胰胀
'yi'zhi 益智
'yi'zhi'he'zhong'tang 益智和中汤
'yi'zhi'huang'hua 一枝黄花
'yi'zhi'ren 益智仁
'yi'zhi'san 益智散
'yi'zhi'tang 益志汤
'yi'zhi'tang 益智汤
'yi'zhi'xiang 一枝香
'yi'zhi'yang'guang 以制阳光
'yi'zhi'zi 益智子
'yi'zi'tang 胰子汤
'yin'bi 阴闭
'yin'bi'tan'shi'zheng 阴闭痰湿证
'yin'bi'zheng 阴闭证
'yin'bing'zhi'yang 阴病治阳
'yin'bing'zhi'yu 因病致郁
'yin'chai'hu 银柴胡
'yin'chen 茵陈
'yin'chen'hao'tang 茵陈蒿汤
'yin'chen'si'ni'san 茵陈四逆散
'yin'chen'wu'ling'san 茵陈五苓散
'yin'chuang 印疮
'yin'chuang'bing 阴疮病
'yin'chui'bing 阴吹病
'yin'di'jue 阴地蕨
'yin'du'qing 殷度卿
'yin'du'wai'fa'zheng 阴毒外发证
'yin'er 银耳
'yin'fang'shan 殷方山
'yin'fang'shu 殷方叔
'yin'han'nei'bi'zheng 阴寒内闭证
'yin'han'nei'jie'zheng 阴寒内结证
'yin'han'ning'ju'zheng 阴寒凝聚证
'yin'han'ning'zhi'zheng 阴寒凝滞证
'yin'han'sheng'shi 因寒生湿
'yin'han'sheng'zao 因寒生燥
'yin'han'zheng 阴寒证
'yin'hao 殷浩
'yin'hu 阴户
'yin'hua 银花
'yin'huang 阴黄
'yin'huang'bing 阴黄病
'yin'ji'cao 印机草
'yin'jie 阴结
'yin'jie'yang'tuo'zheng 阴竭阳脱证
'yin'jin 阴筋
'yin'jin'bu'zu'zheng 阴津不足证
'yin'jing'tan'he'bing 阴茎痰核病
'yin'ju 殷矩
'yin'ju 阴疽
'yin'jue 阴厥
'yin'jue 阴绝
'yin'kui'huo'wang 阴亏火旺
'yin'liu'wei'chang'zheng 饮留胃肠证
'yin'mai'zhi'hai 阴脉之海
'yin'men 殷门
'yin'men 阴门
'yin'ping'yang'mi 阴平阳秘
'yin'qi 阴器
'yin'qi'yu'yang'qi 阴气与阳气
'yin'qiao 银翘
'yin'qiao'san 银翘散
'yin're'sheng'huo 因热生火
'yin're'sheng'shi 因热生湿
'yin're'sheng'zao 因热生燥
'yin'shang'qi'hao'zheng 阴伤气耗证
'yin'shang'wei'bai'zheng 阴伤胃败证
'yin'shen'yuan 殷深源
'yin'sheng'ge'yang 阴盛格阳
'yin'sheng'yang'shuai'zheng 阴盛阳衰证
'yin'sheng'yang'xu'zheng 阴盛阳虚证
'yin'shi'ji'zhi'zheng 饮食积滞证
'yin'shi'ting'zhi'zheng 饮食停滞证
'yin'shu'zheng 阴暑证
'yin'shui 阴水
'yin'shui'bing 阴水病
'yin'sun'ji'yang'zheng 阴损及阳证
'yin'sun'yang'kui'zheng 阴损阳亏证
'yin'suo 阴缩
'yin'tang 印堂
'yin'tang'ding 印堂疔
'yin'tang'ju 印堂疽
'yin'ting 阴挺
'yin'ting'bing 阴挺病
'yin'ting'xiong'xie'zheng 饮停胸胁证
'yin'tuo 阴脱
'yin'wei 阴痿
'yin'xie'shang'fan'zheng 饮邪上犯证
'yin'xing 银杏
'yin'xing'cao 阴性草
'yin'xing'ye 银杏叶
'yin'xu 阴虚
